,Anchor,Concept1,Concept2,Category,prompt,gpt_response,gpt_choice
1571,Dinosaur,Blindworm,Vacuum,reptile,"Answer using only only word - ""Blindworm"" or ""Vacuum"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Di""",fill manually
1572,Nail,Chisel,Oil can,tool,"Answer using only only word - ""Chisel"" or ""Oil can"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Oil can""",Oil can
1573,Lizard,Anvil,Boa python,reptile,"Answer using only only word - ""Anvil"" or ""Boa python"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?",Anvil,Anvil
1574,Salamander,Screwdriver,Turtle,reptile,"Answer using only only word - ""Screwdriver"" or ""Turtle"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","Screwdriver""",Screwdriver
1575,Axe,Gecko,Lizard,tool,"Answer using only only word - ""Gecko"" or ""Lizard"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","Gecko""",Gecko
1576,Dinosaur,Gecko,Screwdriver,reptile,"Answer using only only word - ""Gecko"" or ""Screwdriver"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Gecko""",Gecko
1577,Hammer,Nail,Oil can,tool,"Answer using only only word - ""Nail"" or ""Oil can"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?",nail,fill manually
1578,Lizard,Alligator,Salamander,reptile,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","Alligator""",Alligator
1579,Dinosaur,Alligator,Salamander,reptile,"Answer using only only word - ""Alligator"" or ""Salamander"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Alligator""",Alligator
1580,Alligator,Chameleon,Toad,reptile,"Answer using only only word - ""Chameleon"" or ""Toad"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","Toad""",Toad
1581,Gecko,Lizard,Oil can,reptile,"Answer using only only word - ""Lizard"" or ""Oil can"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","Oil can""",Oil can
1582,Crocodile,Axe,Grinding disk,reptile,"Answer using only only word - ""Axe"" or ""Grinding disk"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","Crocodile""",Fill manually
1583,Grinding disk,Blindworm,Saw,tool,"Answer using only only word - ""Blindworm"" or ""Saw"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","Saw""",Saw
1584,Crocodile,Lawn Mower,Tortoise,reptile,"Answer using only only word - ""Lawn Mower"" or ""Tortoise"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?",Tortoise,Tortoise
1585,Alligator,Knife,Saw,reptile,"Answer using only only word - ""Knife"" or ""Saw"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","Saw""",Saw
1586,Cobra,Boa python,Screwdriver,reptile,"Answer using only only word - ""Boa python"" or ""Screwdriver"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Screwdriver,Screwdriver
1587,Chisel,Alligator,Shovel,tool,"Answer using only only word - ""Alligator"" or ""Shovel"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","Shovel""",Shovel
1588,Chisel,Grinding disk,Vacuum,tool,"Answer using only only word - ""Grinding disk"" or ""Vacuum"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?",Grinding disk,Grinding disk
1589,Alligator,Chameleon,Nail,reptile,"Answer using only only word - ""Chameleon"" or ""Nail"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","Nail""",Nail
1590,Boa python,Paint brush,Spanner,reptile,"Answer using only only word - ""Paint brush"" or ""Spanner"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",paint brush,fill manually
1591,Dinosaur,Gecko,Grinding disk,reptile,"Answer using only only word - ""Gecko"" or ""Grinding disk"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Gecko""",Gecko
1592,Dinosaur,Knife,Lizard,reptile,"Answer using only only word - ""Knife"" or ""Lizard"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","knife""",fill manually
1593,Vacuum,Nail,Tortoise,tool,"Answer using only only word - ""Nail"" or ""Tortoise"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","Nail""",Nail
1594,Boa python,Crocodile,Shovel,reptile,"Answer using only only word - ""Crocodile"" or ""Shovel"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",shovel,fill manually
1595,Knife,Axe,Lawn Mower,tool,"Answer using only only word - ""Axe"" or ""Lawn Mower"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","Axe""",Axe
1596,Blindworm,Chameleon,Gecko,reptile,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","Chameleon""",Chameleon
1597,Shovel,Gecko,Nail,tool,"Answer using only only word - ""Gecko"" or ""Nail"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?",Nail,Nail
1598,Screwdriver,Boa python,Lizard,tool,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?",snake,fill manually
1599,Lizard,Boa python,Chisel,reptile,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?",a snake,fill manually
1600,Hammer,Alligator,Vacuum,tool,"Answer using only only word - ""Alligator"" or ""Vacuum"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?",Alligator,Alligator
1601,Boa python,Axe,Screwdriver,reptile,"Answer using only only word - ""Axe"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",ax,fill manually
1602,Lizard,Alligator,Chameleon,reptile,"Answer using only only word - ""Alligator"" or ""Chameleon"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","Alligator""",Alligator
1603,Lizard,Crocodile,Oil can,reptile,"Answer using only only word - ""Crocodile"" or ""Oil can"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?",Oil can,Oil can
1604,Nail,Anvil,Turtle,tool,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Anvil""",Anvil
1605,Vacuum,Saw,Snake,tool,"Answer using only only word - ""Saw"" or ""Snake"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","Saw""",Saw
1606,Shovel,Nail,Tortoise,tool,"Answer using only only word - ""Nail"" or ""Tortoise"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","Nail""",Nail
1607,Anvil,Saw,Spanner,tool,"Answer using only only word - ""Saw"" or ""Spanner"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?",Spanner,Spanner
1608,Tortoise,Salamander,Snake,reptile,"Answer using only only word - ""Salamander"" or ""Snake"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","salamander""",fill manually
1609,Hammer,Chisel,Gecko,tool,"Answer using only only word - ""Chisel"" or ""Gecko"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?",Chisel,Chisel
1610,Alligator,Axe,Lawn Mower,reptile,"Answer using only only word - ""Axe"" or ""Lawn Mower"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?",Axe,Axe
1611,Salamander,Boa python,Crocodile,reptile,"Answer using only only word - ""Boa python"" or ""Crocodile"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?",Boa python,Boa python
1612,Snake,Blindworm,Spanner,reptile,"Answer using only only word - ""Blindworm"" or ""Spanner"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","Blindworm""",Blindworm
1613,Turtle,Gecko,Oil can,reptile,"Answer using only only word - ""Gecko"" or ""Oil can"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Oil can""",Oil can
1614,Nail,Crocodile,Screwdriver,tool,"Answer using only only word - ""Crocodile"" or ""Screwdriver"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Nail""",Fill manually
1615,Saw,Nail,Turtle,tool,"Answer using only only word - ""Nail"" or ""Turtle"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Nail""",Nail
1616,Tortoise,Oil can,Paint brush,reptile,"Answer using only only word - ""Oil can"" or ""Paint brush"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","oil can""",fill manually
1617,Salamander,Gecko,Spanner,reptile,"Answer using only only word - ""Gecko"" or ""Spanner"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","Gecko""",Gecko
1618,Axe,Alligator,Boa python,tool,"Answer using only only word - ""Alligator"" or ""Boa python"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",alligator,fill manually
1619,Snake,Caiman,Oil can,reptile,"Answer using only only word - ""Caiman"" or ""Oil can"" and not ""Snake"".Which is more similar in meaning to ""Snake""?",Oil can,Oil can
1620,Nail,Gecko,Spanner,tool,"Answer using only only word - ""Gecko"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?",Spanner,Spanner
1621,Boa python,Nail,Toad,reptile,"Answer using only only word - ""Nail"" or ""Toad"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",toad,fill manually
1622,Salamander,Axe,Paint brush,reptile,"Answer using only only word - ""Axe"" or ""Paint brush"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?",Axe,Axe
1623,Shovel,Alligator,Tortoise,tool,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","Alligator""",Alligator
1624,Chameleon,Caiman,Vacuum,reptile,"Answer using only only word - ""Caiman"" or ""Vacuum"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","Caiman""",Caiman
1625,Lawn Mower,Dinosaur,Toad,tool,"Answer using only only word - ""Dinosaur"" or ""Toad"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","Toad""",Toad
1626,Blindworm,Anvil,Grinding disk,reptile,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","Anvil""",Anvil
1627,Dinosaur,Grinding disk,Knife,reptile,"Answer using only only word - ""Grinding disk"" or ""Knife"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","a cutting tool""",fill manually
1628,Tortoise,Shovel,Toad,reptile,"Answer using only only word - ""Shovel"" or ""Toad"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","Shovel""",Shovel
1629,Caiman,Grinding disk,Snake,reptile,"Answer using only only word - ""Grinding disk"" or ""Snake"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","Grinding disk""",Grinding disk
1630,Dinosaur,Lizard,Nail,reptile,"Answer using only only word - ""Lizard"" or ""Nail"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Nail""",Nail
1631,Vacuum,Salamander,Spanner,tool,"Answer using only only word - ""Salamander"" or ""Spanner"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?",Spanner,Spanner
1632,Grinding disk,Boa python,Gecko,tool,"Answer using only only word - ""Boa python"" or ""Gecko"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?",Boa python,Boa python
1633,Snake,Chisel,Cobra,reptile,"Answer using only only word - ""Chisel"" or ""Cobra"" and not ""Snake"".Which is more similar in meaning to ""Snake""?",Chisel,Chisel
1634,Saw,Chisel,Spanner,tool,"Answer using only only word - ""Chisel"" or ""Spanner"" and not ""Saw"".Which is more similar in meaning to ""Saw""?",Spanner,Spanner
1635,Crocodile,Nail,Paint brush,reptile,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","paint brush""",fill manually
1636,Blindworm,Oil can,Paint brush,reptile,"Answer using only only word - ""Oil can"" or ""Paint brush"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","Paint brush""",Paint brush
1637,Nail,Chameleon,Turtle,tool,"Answer using only only word - ""Chameleon"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Nail""",Fill manually
1638,Nail,Blindworm,Crocodile,tool,"Answer using only only word - ""Blindworm"" or ""Crocodile"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Nail""",Fill manually
1639,Hammer,Cobra,Toad,tool,"Answer using only only word - ""Cobra"" or ""Toad"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?",toad,fill manually
1640,Cobra,Gecko,Turtle,reptile,"Answer using only only word - ""Gecko"" or ""Turtle"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",snake,fill manually
1641,Tortoise,Axe,Blindworm,reptile,"Answer using only only word - ""Axe"" or ""Blindworm"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?",Axe,Axe
1642,Axe,Hammer,Vacuum,tool,"Answer using only only word - ""Hammer"" or ""Vacuum"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",Hammer,Hammer
1643,Snake,Oil can,Salamander,reptile,"Answer using only only word - ""Oil can"" or ""Salamander"" and not ""Snake"".Which is more similar in meaning to ""Snake""?",Salamander,Salamander
1644,Nail,Chisel,Vacuum,tool,"Answer using only only word - ""Chisel"" or ""Vacuum"" and not ""Nail"".Which is more similar in meaning to ""Nail""?",Chisel,Chisel
1645,Vacuum,Axe,Crocodile,tool,"Answer using only only word - ""Axe"" or ""Crocodile"" and not ""Vacuum"".Which is more similar in meaning to ""Vacuum""?","Axe""",Axe
1646,Turtle,Gecko,Lizard,reptile,"Answer using only only word - ""Gecko"" or ""Lizard"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Tur""",fill manually
1647,Tortoise,Crocodile,Salamander,reptile,"Answer using only only word - ""Crocodile"" or ""Salamander"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?",a lizard,fill manually
1648,Paint brush,Grinding disk,Shovel,tool,"Answer using only only word - ""Grinding disk"" or ""Shovel"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","shovel""",fill manually
1649,Hammer,Axe,Spanner,tool,"Answer using only only word - ""Axe"" or ""Spanner"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?",Spanner,Spanner
1650,Hammer,Crocodile,Paint brush,tool,"Answer using only only word - ""Crocodile"" or ""Paint brush"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","Crocodile""",Crocodile
1651,Toad,Knife,Shovel,reptile,"Answer using only only word - ""Knife"" or ""Shovel"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","Shovel""",Shovel
1652,Shovel,Axe,Dinosaur,tool,"Answer using only only word - ""Axe"" or ""Dinosaur"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?",Axe,Axe
1653,Anvil,Grinding disk,Salamander,tool,"Answer using only only word - ""Grinding disk"" or ""Salamander"" and not ""Anvil"".Which is more similar in meaning to ""Anvil""?","Anvil""",Fill manually
1654,Alligator,Hammer,Spanner,reptile,"Answer using only only word - ""Hammer"" or ""Spanner"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?",Hammer,Hammer
1655,Turtle,Nail,Paint brush,reptile,"Answer using only only word - ""Nail"" or ""Paint brush"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Nail""",Nail
1656,Paint brush,Chameleon,Crocodile,tool,"Answer using only only word - ""Chameleon"" or ""Crocodile"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?",chameleon,fill manually
1657,Spanner,Nail,Saw,tool,"Answer using only only word - ""Nail"" or ""Saw"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?",Nail,Nail
1658,Dinosaur,Cobra,Turtle,reptile,"Answer using only only word - ""Cobra"" or ""Turtle"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Di""",fill manually
1659,Nail,Dinosaur,Spanner,tool,"Answer using only only word - ""Dinosaur"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?",Spanner,Spanner
1660,Dinosaur,Cobra,Snake,reptile,"Answer using only only word - ""Cobra"" or ""Snake"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?","Di""",fill manually
1661,Chameleon,Alligator,Axe,reptile,"Answer using only only word - ""Alligator"" or ""Axe"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","Alligator""",Alligator
1662,Turtle,Paint brush,Saw,reptile,"Answer using only only word - ""Paint brush"" or ""Saw"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Saw""",Saw
